original_path,new_windows_safe_path
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/README.md","PRAYCG_OPS_v1_3/03_Acquisition/README.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/README.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/README.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/requirements_brainflow_als_pt19_v1_4.txt","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/requirements_brainflow_als_pt19_v1_4.txt"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/docs/INSTALL_AND_RUN_KISS_v1_4.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/docs/INSTALL_AND_RUN_KISS_v1_4.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/docs/TROUBLESHOOTING_v1_4.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/docs/TROUBLESHOOTING_v1_4.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/00_setup_env_windows_py311.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/00_setup_env_windows_py311.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/01_identify_port_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/01_identify_port_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/02_run_bridge_EDIT_COM_PORT_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/02_run_bridge_EDIT_COM_PORT_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/03_list_lsl_streams_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/03_list_lsl_streams_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/04_als_watchdog_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/examples/04_als_watchdog_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_als_pt19_light_watchdog_v1_4.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_als_pt19_light_watchdog_v1_4.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_check_brainflow_install_v1_4.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_check_brainflow_install_v1_4.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_identify_openbci_port_v1_4.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_identify_openbci_port_v1_4.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_list_lsl_streams_v1_4.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_list_lsl_streams_v1_4.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_openbci_brainflow_als_pt19_bridge_v1_4.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_ALS_PT19_Bridge_v1_4_TSC_grade/scripts/praycg_openbci_brainflow_als_pt19_bridge_v1_4.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/README.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/README.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/requirements_brainflow_eeg_only_v1_0.txt","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/requirements_brainflow_eeg_only_v1_0.txt"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/docs/GITHUB_PUBLIC_NOTES.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/docs/GITHUB_PUBLIC_NOTES.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/docs/INSTALL_WINDOWS_KISS_EEG_ONLY.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/docs/INSTALL_WINDOWS_KISS_EEG_ONLY.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/docs/TROUBLESHOOTING_EEG_ONLY.md","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/docs/TROUBLESHOOTING_EEG_ONLY.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/00_setup_env_windows_py311.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/00_setup_env_windows_py311.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/01_identify_port_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/01_identify_port_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/02_run_cyton_daisy_EDIT_COM_PORT_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/02_run_cyton_daisy_EDIT_COM_PORT_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/03_list_lsl_streams_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/03_list_lsl_streams_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/04_watchdog_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/04_watchdog_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/05_synthetic_demo_windows.bat","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/examples/05_synthetic_demo_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_check_install_eeg_only_v1_0.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_check_install_eeg_only_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_eeg_lsl_watchdog_v1_0.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_eeg_lsl_watchdog_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_identify_openbci_port_eeg_only_v1_0.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_identify_openbci_port_eeg_only_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_list_lsl_streams_v1_0.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_list_lsl_streams_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_openbci_brainflow_eeg_to_lsl_v1_0.py","PRAYCG_OPS_v1_3/03_Acquisition/BrainFlow_EEGOnly_Home_Bridge_v1_0/scripts/praycg_openbci_brainflow_eeg_to_lsl_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/README.md","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/README.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/requirements_stimulus_fingerprint_v1_5.txt","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/requirements_stimulus_fingerprint_v1_5.txt"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/docs/PRAYCG_StimulusFingerprint_Suite_Method_Note_v1_5.md","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/docs/PRAYCG_StimFP_Suite_Method_Note_v1_5.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/examples/run_stimulus_fingerprint_suite_example_windows.bat","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/examples/run_stimulus_fingerprint_suite_example_windows.bat"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/scripts/praycg_compare_stimulus_fingerprints_v1_0.py","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/scripts/praycg_compare_stimulus_fingerprints_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/scripts/praycg_stimulus_fingerprint_batch_ui_v1_5.py","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/scripts/praycg_stimulus_fingerprint_batch_ui_v1_5.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/04_StimulusFingerprint_QC_v1_5/scripts/praycg_stimulus_fingerprint_v1_0.py","PRAYCG_OPS_v1_3/04_StimFP_QC_v1_5/scripts/praycg_stimulus_fingerprint_v1_0.py"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/CHANGELOG_v1_4_0.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/CHANGELOG_v1_4_0.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/CHECKSUMS_SHA256.txt","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/CHECKSUMS_SHA256.txt"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/COMPONENT_MANIFEST.json","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/COMPONENT_MANIFEST.json"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/README.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/README.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/requirements_praycg_unified_v1_4.txt","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/requirements_praycg_unified_v1_4.txt"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/components/PRAYCG_Her_Run1_Exploratory_KHT_Handoffs_v1_0.zip","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/components/PRAYCG_Her_Run1_Exploratory_KHT_Handoffs_v1_0.zip"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/components/PRAYCG_MasterSync_Visualizer_v1_1_ConditionSlicer.zip","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/components/PRAYCG_MasterSync_Visualizer_v1_1_ConditionSlicer.zip"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/components/PRAYCG_Master_Comprehensive_Suite_v1_3_0_HumanTranslationKHT_Tools.zip","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/components/PRAYCG_MasterComp_Suite_v1_3_0_HumanTranslationKHT_Tools.zip"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/CANDIDATE_LOCAL_KHT_v1_4.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/CANDIDATE_LOCAL_KHT_v1_4.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/MRED_v0_1_Meaning_Recognition_Encoding_Dissociation.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/MRED_v0_1_Meaning_Recognition_Encoding_Dissociation.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PATCH_NOTES_v1_4_1_FOLDER_PICKER_AUTO_FEATURE.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PATCH_NOTES_v1_4_1_FOLDER_PICKER_AUTO_FEATURE.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PATCH_NOTES_v1_4_2_CROSS_BOUNDARY_KHT.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PATCH_NOTES_v1_4_2_CROSS_BOUNDARY_KHT.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PATCH_NOTES_v1_4_3_MRED.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PATCH_NOTES_v1_4_3_MRED.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_Master_Comprehensive_Suite_v1_4_Deep_Module_Guide_TSC_v1_2.docx","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_MasterComp_Suite_v1_4_Deep_Module_Guide_TSC_v1_2.docx"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_Master_Comprehensive_Suite_v1_4_Deep_Module_Guide_TSC_v1_2.pdf","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_MasterComp_Suite_v1_4_Deep_Module_Guide_TSC_v1_2.pdf"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_Master_Comprehensive_Suite_v1_4_Module_Reference.docx","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_MasterComp_Suite_v1_4_Module_Reference.docx"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_Master_Comprehensive_Suite_v1_4_Module_Reference.pdf","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/PRAYCG_MasterComp_Suite_v1_4_Module_Reference.pdf"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/docs/UNIFIED_WORKFLOW_v1_4.md","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/docs/UNIFIED_WORKFLOW_v1_4.md"
"PRAYCG_Master_Operations_Pack_v1_2_AllCode_WindowsSafe/05_MasterComprehensiveSuite_Visualizer_v1_4_3_MRED/examples/run_analysis_mred_EDIT_PATHS_windows.bat","PRAYCG_OPS_v1_3/05_MasterCompSuite_Visualizer_v1_4_3_MRED/examples/run_analysis_mred_EDIT_PATHS_windows.bat"
