trial_id,fold,generator,generator_type,winning_model,penalized_loss
19,0,full_reciprocal_positive,positive,full_reciprocal,0.925916306896168
19,1,full_reciprocal_positive,positive,full_reciprocal,1.1655386423074572
19,2,full_reciprocal_positive,positive,full_reciprocal,1.1724796874128138
19,3,full_reciprocal_positive,positive,full_reciprocal,1.0802264958599255
19,4,full_reciprocal_positive,positive,full_reciprocal,1.0572828655251458
19,5,full_reciprocal_positive,positive,full_reciprocal,1.115083447023952
20,0,full_reciprocal_positive,positive,full_reciprocal,1.0750401374240932
20,1,full_reciprocal_positive,positive,full_reciprocal,0.9779201496525194
20,2,full_reciprocal_positive,positive,full_reciprocal,1.0528720013308452
20,3,full_reciprocal_positive,positive,full_reciprocal,1.0167911298265422
20,4,full_reciprocal_positive,positive,full_reciprocal,0.9379241390173786
20,5,full_reciprocal_positive,positive,full_reciprocal,1.0655739518360667
21,0,full_reciprocal_positive,positive,full_reciprocal,1.1521925442385486
21,1,full_reciprocal_positive,positive,full_reciprocal,1.2458093225396623
21,2,full_reciprocal_positive,positive,full_reciprocal,0.9784091155041225
21,3,full_reciprocal_positive,positive,full_reciprocal,1.0570039315135713
21,4,full_reciprocal_positive,positive,full_reciprocal,1.0062514853215254
21,5,full_reciprocal_positive,positive,full_reciprocal,0.9226404309790253
22,0,full_reciprocal_positive,positive,full_reciprocal,0.9340581632364594
22,1,full_reciprocal_positive,positive,full_reciprocal,0.9581408317653355
22,2,full_reciprocal_positive,positive,eta_only,0.9313195202486947
22,3,full_reciprocal_positive,positive,full_reciprocal,0.9574406160521888
22,4,full_reciprocal_positive,positive,full_reciprocal,0.9210358773756822
22,5,full_reciprocal_positive,positive,full_reciprocal,0.9750394100004462
23,0,full_reciprocal_positive,positive,full_reciprocal,0.9994679633706838
23,1,full_reciprocal_positive,positive,zeta_only,1.1654261737945195
23,2,full_reciprocal_positive,positive,full_reciprocal,0.9822788906983542
23,3,full_reciprocal_positive,positive,zeta_only,1.0261803776747507
23,4,full_reciprocal_positive,positive,full_reciprocal,1.0663198357976125
23,5,full_reciprocal_positive,positive,full_reciprocal,0.9398524252868364
24,0,full_reciprocal_positive,positive,full_reciprocal,1.1337983562178822
24,1,full_reciprocal_positive,positive,zeta_only,0.9366356988341823
24,2,full_reciprocal_positive,positive,full_reciprocal,0.95142640729155
24,3,full_reciprocal_positive,positive,eta_only,1.1750288121240342
24,4,full_reciprocal_positive,positive,full_reciprocal,1.111178614045881
24,5,full_reciprocal_positive,positive,full_reciprocal,1.0455510130085037
25,0,full_reciprocal_positive,positive,full_reciprocal,0.9994466295217135
25,1,full_reciprocal_positive,positive,full_reciprocal,0.8912690904825644
25,2,full_reciprocal_positive,positive,full_reciprocal,1.0755441853742014
25,3,full_reciprocal_positive,positive,full_reciprocal,0.9235899185592654
25,4,full_reciprocal_positive,positive,full_reciprocal,1.0459760781964873
25,5,full_reciprocal_positive,positive,full_reciprocal,1.1365025144350756
26,0,full_reciprocal_positive,positive,zeta_only,1.0689268053434227
26,1,full_reciprocal_positive,positive,full_reciprocal,1.0688652521474793
26,2,full_reciprocal_positive,positive,full_reciprocal,0.9807026565331082
26,3,full_reciprocal_positive,positive,full_reciprocal,1.0068095556271193
26,4,full_reciprocal_positive,positive,eta_only,0.9835792814941795
26,5,full_reciprocal_positive,positive,eta_only,1.1315644939894063
27,0,full_reciprocal_positive,positive,full_reciprocal,1.026762411249069
27,1,full_reciprocal_positive,positive,full_reciprocal,1.0769733662396794
27,2,full_reciprocal_positive,positive,full_reciprocal,1.0067115124047477
27,3,full_reciprocal_positive,positive,full_reciprocal,1.0149732938493818
27,4,full_reciprocal_positive,positive,full_reciprocal,0.980556333252838
27,5,full_reciprocal_positive,positive,full_reciprocal,1.1678699570775555
28,0,full_reciprocal_positive,positive,generic_hidden_oscillator,1.0668465830624332
28,1,full_reciprocal_positive,positive,full_reciprocal,1.1062427970170523
28,2,full_reciprocal_positive,positive,full_reciprocal,1.1888124386153556
28,3,full_reciprocal_positive,positive,full_reciprocal,0.9995708517534914
28,4,full_reciprocal_positive,positive,full_reciprocal,1.041868740267557
28,5,full_reciprocal_positive,positive,full_reciprocal,1.003528753036195
29,0,full_reciprocal_positive,positive,full_reciprocal,0.9821761227423462
29,1,full_reciprocal_positive,positive,full_reciprocal,0.9897779969559557
29,2,full_reciprocal_positive,positive,full_reciprocal,0.9826785704824039
29,3,full_reciprocal_positive,positive,full_reciprocal,1.043461591859726
29,4,full_reciprocal_positive,positive,full_reciprocal,0.9655951744977658
29,5,full_reciprocal_positive,positive,full_reciprocal,1.0111326100046916
30,0,full_reciprocal_positive,positive,full_reciprocal,0.9479133042770462
30,1,full_reciprocal_positive,positive,full_reciprocal,0.9302429529823131
30,2,full_reciprocal_positive,positive,full_reciprocal,0.9745307198709056
30,3,full_reciprocal_positive,positive,zeta_only,1.0637224140195445
30,4,full_reciprocal_positive,positive,full_reciprocal,1.1362886975969626
30,5,full_reciprocal_positive,positive,full_reciprocal,0.972062653351226
31,0,full_reciprocal_positive,positive,full_reciprocal,0.9957046742754883
31,1,full_reciprocal_positive,positive,full_reciprocal,1.1802253922581243
31,2,full_reciprocal_positive,positive,full_reciprocal,1.1692264625268307
31,3,full_reciprocal_positive,positive,full_reciprocal,1.0691439210044376
31,4,full_reciprocal_positive,positive,zeta_only,0.9817072387183582
31,5,full_reciprocal_positive,positive,full_reciprocal,0.9531023492426984
32,0,full_reciprocal_positive,positive,full_reciprocal,1.0726223253781695
32,1,full_reciprocal_positive,positive,full_reciprocal,0.9248851644085042
32,2,full_reciprocal_positive,positive,full_reciprocal,1.0802660853788817
32,3,full_reciprocal_positive,positive,full_reciprocal,1.046716898098099
32,4,full_reciprocal_positive,positive,eta_only,1.081341850536878
32,5,full_reciprocal_positive,positive,full_reciprocal,1.0574381077287711
33,0,full_reciprocal_positive,positive,full_reciprocal,1.1800821285427199
33,1,full_reciprocal_positive,positive,zeta_only,1.0658147152172177
33,2,full_reciprocal_positive,positive,full_reciprocal,0.9864164942114583
33,3,full_reciprocal_positive,positive,full_reciprocal,1.0373067893257177
33,4,full_reciprocal_positive,positive,zeta_only,1.054973263715315
33,5,full_reciprocal_positive,positive,full_reciprocal,1.084682132191872
34,0,full_reciprocal_positive,positive,full_reciprocal,0.9912123034080085
34,1,full_reciprocal_positive,positive,full_reciprocal,0.9078043568503087
34,2,full_reciprocal_positive,positive,full_reciprocal,1.0877932682379512
34,3,full_reciprocal_positive,positive,full_reciprocal,0.9346302661803572
34,4,full_reciprocal_positive,positive,eta_only,1.0474151084478152
34,5,full_reciprocal_positive,positive,full_reciprocal,1.0658205558293752
35,0,full_reciprocal_positive,positive,eta_only,0.9235541069183009
35,1,full_reciprocal_positive,positive,full_reciprocal,1.0765561905856234
35,2,full_reciprocal_positive,positive,standard_ping,1.153290000549618
35,3,full_reciprocal_positive,positive,full_reciprocal,1.0684625083405923
35,4,full_reciprocal_positive,positive,full_reciprocal,1.0105256968588012
35,5,full_reciprocal_positive,positive,full_reciprocal,0.9902804444040658
36,0,full_reciprocal_positive,positive,eta_only,0.9258957951188539
36,1,full_reciprocal_positive,positive,full_reciprocal,1.0407508734627777
36,2,full_reciprocal_positive,positive,full_reciprocal,0.8392269019602031
36,3,full_reciprocal_positive,positive,full_reciprocal,1.0280031165003316
36,4,full_reciprocal_positive,positive,full_reciprocal,1.1273410200725082
36,5,full_reciprocal_positive,positive,full_reciprocal,1.1085722930216415
37,0,full_reciprocal_positive,positive,full_reciprocal,1.0127848414379965
37,1,full_reciprocal_positive,positive,full_reciprocal,0.8836538265595001
37,2,full_reciprocal_positive,positive,full_reciprocal,1.0764395712926615
37,3,full_reciprocal_positive,positive,full_reciprocal,1.068222307394794
37,4,full_reciprocal_positive,positive,full_reciprocal,1.0016305535428185
37,5,full_reciprocal_positive,positive,full_reciprocal,0.9116787291784328
38,0,full_reciprocal_positive,positive,full_reciprocal,1.03744368851235
38,1,full_reciprocal_positive,positive,full_reciprocal,1.1108481859264954
38,2,full_reciprocal_positive,positive,zeta_only,1.0683163471993105
38,3,full_reciprocal_positive,positive,full_reciprocal,0.858456013692391
38,4,full_reciprocal_positive,positive,eta_only,1.0921871422455502
38,5,full_reciprocal_positive,positive,full_reciprocal,1.0368439660708955
39,0,full_reciprocal_positive,positive,full_reciprocal,0.8988126796517412
39,1,full_reciprocal_positive,positive,full_reciprocal,0.9477261403697332
39,2,full_reciprocal_positive,positive,full_reciprocal,1.075055664682064
39,3,full_reciprocal_positive,positive,full_reciprocal,0.9875332788034988
39,4,full_reciprocal_positive,positive,generic_hidden_oscillator,1.0762654492210875
39,5,full_reciprocal_positive,positive,full_reciprocal,0.9435560245057236
40,0,full_reciprocal_positive,positive,full_reciprocal,1.0649719238318647
40,1,full_reciprocal_positive,positive,full_reciprocal,1.0949166294001764
40,2,full_reciprocal_positive,positive,full_reciprocal,1.012642503460483
40,3,full_reciprocal_positive,positive,full_reciprocal,0.9538918522738078
40,4,full_reciprocal_positive,positive,full_reciprocal,1.0074714730402592
40,5,full_reciprocal_positive,positive,zeta_only,0.9862137319877397
41,0,full_reciprocal_positive,positive,full_reciprocal,1.0365856673895233
41,1,full_reciprocal_positive,positive,zeta_only,0.9559038811807836
41,2,full_reciprocal_positive,positive,full_reciprocal,0.9721899020452384
41,3,full_reciprocal_positive,positive,eta_only,0.9852353802345946
41,4,full_reciprocal_positive,positive,full_reciprocal,0.9498813561899735
41,5,full_reciprocal_positive,positive,full_reciprocal,1.1067930705988085
42,0,full_reciprocal_positive,positive,full_reciprocal,0.98827739804985
42,1,full_reciprocal_positive,positive,full_reciprocal,1.054437467829065
42,2,full_reciprocal_positive,positive,full_reciprocal,1.0107836930068648
42,3,full_reciprocal_positive,positive,full_reciprocal,1.0270979681780683
42,4,full_reciprocal_positive,positive,full_reciprocal,1.037351319401266
42,5,full_reciprocal_positive,positive,full_reciprocal,0.9509194713085671
43,0,full_reciprocal_positive,positive,full_reciprocal,1.015172395683834
43,1,full_reciprocal_positive,positive,full_reciprocal,1.009510365461512
43,2,full_reciprocal_positive,positive,full_reciprocal,1.0068483847459295
43,3,full_reciprocal_positive,positive,full_reciprocal,1.1027930126536905
43,4,full_reciprocal_positive,positive,full_reciprocal,0.9493236566898422
43,5,full_reciprocal_positive,positive,full_reciprocal,1.0413285949625402
44,0,full_reciprocal_positive,positive,full_reciprocal,1.1720008313131725
44,1,full_reciprocal_positive,positive,full_reciprocal,1.0416367903030581
44,2,full_reciprocal_positive,positive,eta_only,1.1928036253565428
44,3,full_reciprocal_positive,positive,zeta_only,1.0398650500334168
44,4,full_reciprocal_positive,positive,full_reciprocal,1.0516745177904203
44,5,full_reciprocal_positive,positive,eta_only,1.0658787072954494
45,0,full_reciprocal_positive,positive,full_reciprocal,1.031899234483348
45,1,full_reciprocal_positive,positive,full_reciprocal,1.1231235833243147
45,2,full_reciprocal_positive,positive,full_reciprocal,1.0961443291040494
45,3,full_reciprocal_positive,positive,full_reciprocal,1.023411197461624
45,4,full_reciprocal_positive,positive,zeta_only,1.0801323161061467
45,5,full_reciprocal_positive,positive,full_reciprocal,1.0122603810588386
46,0,full_reciprocal_positive,positive,full_reciprocal,1.1158382915572018
46,1,full_reciprocal_positive,positive,eta_only,1.0634192426826625
46,2,full_reciprocal_positive,positive,full_reciprocal,1.0687665363096468
46,3,full_reciprocal_positive,positive,full_reciprocal,1.0949134501705688
46,4,full_reciprocal_positive,positive,full_reciprocal,1.02276419919479
46,5,full_reciprocal_positive,positive,full_reciprocal,1.2090757119031543
47,0,full_reciprocal_positive,positive,eta_only,1.061389493116874
47,1,full_reciprocal_positive,positive,full_reciprocal,1.0714902258781267
47,2,full_reciprocal_positive,positive,full_reciprocal,1.1051794644565869
47,3,full_reciprocal_positive,positive,full_reciprocal,0.9945492896654023
47,4,full_reciprocal_positive,positive,full_reciprocal,0.9965483575173264
47,5,full_reciprocal_positive,positive,full_reciprocal,1.1267527228157543
48,0,full_reciprocal_positive,positive,full_reciprocal,1.0524252828312899
48,1,full_reciprocal_positive,positive,full_reciprocal,1.0213086508561087
48,2,full_reciprocal_positive,positive,full_reciprocal,0.9296636869105863
48,3,full_reciprocal_positive,positive,eta_only,1.133060374395423
48,4,full_reciprocal_positive,positive,full_reciprocal,0.8850053005647741
48,5,full_reciprocal_positive,positive,full_reciprocal,0.9886925051160321
49,0,full_reciprocal_positive,positive,full_reciprocal,1.133241304927794
49,1,full_reciprocal_positive,positive,full_reciprocal,1.0019393983797487
49,2,full_reciprocal_positive,positive,full_reciprocal,1.03282191162021
49,3,full_reciprocal_positive,positive,eta_only,0.9930942716141693
49,4,full_reciprocal_positive,positive,full_reciprocal,1.0839854536697826
49,5,full_reciprocal_positive,positive,full_reciprocal,1.1139424481815772
50,0,full_reciprocal_positive,positive,full_reciprocal,0.9903212038796031
50,1,full_reciprocal_positive,positive,full_reciprocal,1.0109430524584568
50,2,full_reciprocal_positive,positive,full_reciprocal,1.050871225432016
50,3,full_reciprocal_positive,positive,zeta_only,1.0312843450247053
50,4,full_reciprocal_positive,positive,eta_only,1.1016670749700648
50,5,full_reciprocal_positive,positive,full_reciprocal,0.9457771106176318
51,0,full_reciprocal_positive,positive,full_reciprocal,1.0403054387718476
51,1,full_reciprocal_positive,positive,full_reciprocal,0.9274836075365617
51,2,full_reciprocal_positive,positive,full_reciprocal,1.040434699877746
51,3,full_reciprocal_positive,positive,zeta_only,1.017361916206077
51,4,full_reciprocal_positive,positive,full_reciprocal,0.9921648563839158
51,5,full_reciprocal_positive,positive,zeta_only,0.9326738417542858
52,0,full_reciprocal_positive,positive,full_reciprocal,1.073465191308937
52,1,full_reciprocal_positive,positive,full_reciprocal,0.938873148338261
52,2,full_reciprocal_positive,positive,eta_only,1.0659254140663268
52,3,full_reciprocal_positive,positive,full_reciprocal,1.0211205034240125
52,4,full_reciprocal_positive,positive,full_reciprocal,0.8797677328625233
52,5,full_reciprocal_positive,positive,eta_only,1.1278616124378964
53,0,full_reciprocal_positive,positive,full_reciprocal,1.0930726099649972
53,1,full_reciprocal_positive,positive,full_reciprocal,1.0972486436384215
53,2,full_reciprocal_positive,positive,full_reciprocal,1.1458616813593696
53,3,full_reciprocal_positive,positive,full_reciprocal,1.0317402484312002
53,4,full_reciprocal_positive,positive,full_reciprocal,1.1231535250950755
53,5,full_reciprocal_positive,positive,eta_only,1.0159595069063947
54,0,full_reciprocal_positive,positive,zeta_only,1.1826451887488492
54,1,full_reciprocal_positive,positive,full_reciprocal,0.9925801260950372
54,2,full_reciprocal_positive,positive,zeta_only,1.0229253155368816
54,3,full_reciprocal_positive,positive,full_reciprocal,1.0758019058705142
54,4,full_reciprocal_positive,positive,full_reciprocal,1.1942708158856663
54,5,full_reciprocal_positive,positive,full_reciprocal,1.1862544410118194
55,0,full_reciprocal_positive,positive,full_reciprocal,1.0919141422105028
55,1,full_reciprocal_positive,positive,full_reciprocal,0.9968999809715289
55,2,full_reciprocal_positive,positive,full_reciprocal,0.9415613129821234
55,3,full_reciprocal_positive,positive,full_reciprocal,1.1386300310713022
55,4,full_reciprocal_positive,positive,full_reciprocal,0.9619518039505613
55,5,full_reciprocal_positive,positive,full_reciprocal,1.0782036847662226
56,0,full_reciprocal_positive,positive,full_reciprocal,1.0251261310498447
56,1,full_reciprocal_positive,positive,full_reciprocal,1.1077721529176248
56,2,full_reciprocal_positive,positive,full_reciprocal,1.0438330298765102
56,3,full_reciprocal_positive,positive,full_reciprocal,1.1242188532612436
56,4,full_reciprocal_positive,positive,full_reciprocal,1.0912592615949417
56,5,full_reciprocal_positive,positive,full_reciprocal,1.1589872851592395
57,0,full_reciprocal_positive,positive,zeta_only,0.9980099335422825
57,1,full_reciprocal_positive,positive,full_reciprocal,0.901815291418319
57,2,full_reciprocal_positive,positive,full_reciprocal,1.0060720662866405
57,3,full_reciprocal_positive,positive,full_reciprocal,1.050670759633421
57,4,full_reciprocal_positive,positive,full_reciprocal,1.1375349738878326
57,5,full_reciprocal_positive,positive,full_reciprocal,1.1527865593454538
58,0,full_reciprocal_positive,positive,full_reciprocal,1.1370983156005434
58,1,full_reciprocal_positive,positive,full_reciprocal,0.9422260535118709
58,2,full_reciprocal_positive,positive,full_reciprocal,1.0998955695703276
58,3,full_reciprocal_positive,positive,full_reciprocal,1.0596276425976399
58,4,full_reciprocal_positive,positive,full_reciprocal,0.9946152130136505
58,5,full_reciprocal_positive,positive,full_reciprocal,0.9985875194378172
59,0,full_reciprocal_positive,positive,full_reciprocal,1.1163528323048089
59,1,full_reciprocal_positive,positive,full_reciprocal,1.0639507808586552
59,2,full_reciprocal_positive,positive,full_reciprocal,1.0611531033230244
59,3,full_reciprocal_positive,positive,full_reciprocal,0.9584581192545358
59,4,full_reciprocal_positive,positive,full_reciprocal,0.890926602013664
59,5,full_reciprocal_positive,positive,full_reciprocal,0.9340452800480904
60,0,full_reciprocal_positive,positive,full_reciprocal,0.9780456068131875
60,1,full_reciprocal_positive,positive,full_reciprocal,1.098889481745433
60,2,full_reciprocal_positive,positive,full_reciprocal,0.9189824131101099
60,3,full_reciprocal_positive,positive,full_reciprocal,0.9951516319239643
60,4,full_reciprocal_positive,positive,generic_hidden_oscillator,1.125669658685872
60,5,full_reciprocal_positive,positive,eta_only,1.1227293381011896
61,0,standard_ping_null,null,eta_only,0.887404899831804
61,1,standard_ping_null,null,standard_ping,0.8075533358678348
61,2,standard_ping_null,null,null_no_coupling,1.0551067488881063
61,3,standard_ping_null,null,generic_hidden_oscillator,0.9573076788643435
61,4,standard_ping_null,null,standard_ping,0.8162170503982384
61,5,standard_ping_null,null,generic_hidden_oscillator,0.9724528003838778
62,0,standard_ping_null,null,standard_ping,0.8676196177550444
62,1,standard_ping_null,null,sensory_drive_only,0.8536599976562053
62,2,standard_ping_null,null,colored_noise_alt,1.023942119240662
62,3,standard_ping_null,null,zeta_only,0.8823458579454623
62,4,standard_ping_null,null,eta_only,0.9775443118284922
62,5,standard_ping_null,null,standard_ping,1.0169000578379253
63,0,standard_ping_null,null,colored_noise_alt,1.0349895064284875
63,1,standard_ping_null,null,zeta_only,0.9558407653358431
63,2,standard_ping_null,null,eta_only,1.1011033641078896
63,3,standard_ping_null,null,sensory_drive_only,0.7872581507789264
63,4,standard_ping_null,null,sensory_drive_only,1.000093870237041
63,5,standard_ping_null,null,sensory_drive_only,0.9554663489202104
64,0,standard_ping_null,null,eta_only,1.0293755615968585
64,1,standard_ping_null,null,standard_ping,0.9255240795227936
64,2,standard_ping_null,null,sensory_drive_only,0.9023487690996317
64,3,standard_ping_null,null,generic_hidden_oscillator,0.9192847419691912
64,4,standard_ping_null,null,colored_noise_alt,1.0035242694181632
64,5,standard_ping_null,null,sensory_drive_only,0.9867981477603802
65,0,standard_ping_null,null,zeta_only,1.0226813575396276
65,1,standard_ping_null,null,colored_noise_alt,0.9050163915940698
65,2,standard_ping_null,null,colored_noise_alt,0.9308841032000067
65,3,standard_ping_null,null,standard_ping,1.0716161289891195
65,4,standard_ping_null,null,colored_noise_alt,0.981975659983414
65,5,standard_ping_null,null,standard_ping,0.9036512733839694
66,0,standard_ping_null,null,sensory_drive_only,0.9179145904777456
66,1,standard_ping_null,null,standard_ping,0.9898925714977382
66,2,standard_ping_null,null,sensory_drive_only,0.9479552431171282
66,3,standard_ping_null,null,eta_only,0.946381881743406
66,4,standard_ping_null,null,zeta_only,0.9531287852844087
66,5,standard_ping_null,null,eta_only,0.91750778153452
67,0,standard_ping_null,null,zeta_only,1.0398500139832463
67,1,standard_ping_null,null,standard_ping,1.0540322660718673
67,2,standard_ping_null,null,sensory_drive_only,0.7374184989198046
67,3,standard_ping_null,null,standard_ping,0.8950803503141858
67,4,standard_ping_null,null,zeta_only,0.9375435384207724
67,5,standard_ping_null,null,replay_only_basis,0.9791003445633303
68,0,standard_ping_null,null,standard_ping,0.7546219398637491
68,1,standard_ping_null,null,standard_ping,0.9928600230759556
68,2,standard_ping_null,null,standard_ping,0.9466187928220866
68,3,standard_ping_null,null,standard_ping,0.9269622740337907
68,4,standard_ping_null,null,sensory_drive_only,0.9639279249083654
68,5,standard_ping_null,null,standard_ping,0.9853238729107422
69,0,standard_ping_null,null,sensory_drive_only,0.9595762584586857
69,1,standard_ping_null,null,eta_only,0.8386943500196219
